country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,country_a_id_fk
243,2013,2011,8,9,0.9801522222222222,1,4.088091333333333,149
221,2013,2013,8,9,0.9774644444444446,1,4.086478666666666,149
243,2013,2011,7,9,0.9766077777777777,1,3.9859646666666664,149
112,2013,2012,7,9,0.9738111111111112,1,3.9842866666666668,149
221,2013,2013,7,9,0.9738111111111112,1,3.9842866666666668,149
243,2013,2011,6,9,0.9712366666666666,1,3.882742,149
113,2013,2012,8,8,0.98065,1,3.78839,149
233,2013,2010,8,8,0.97477625,1,3.7848657500000003,149
112,2013,2012,8,8,0.96637,1,3.7798220000000002,149
113,2013,2012,7,8,0.9775875,1,3.6865525000000003,149
233,2013,2010,7,8,0.97032875,1,3.68219725,149
112,2013,2012,6,8,0.97655625,1,3.58593375,149
221,2013,2013,6,8,0.97655625,1,3.58593375,149
156,2013,2013,8,7,0.9848085714285715,1,3.4908851428571435,149
243,2013,2011,5,8,0.9786725000000001,1,3.4872034999999997,149
112,2013,2012,5,8,0.97708,1,3.486248,149
221,2013,2013,5,8,0.97708,1,3.486248,149
156,2013,2013,5,8,0.97708,1,3.486248,149
156,2013,2013,7,7,0.9823128571428572,1,3.3893877142857147,149
40,2013,2011,7,7,0.9549771428571429,1,3.372986285714286,149
72,2006,2007,16,4,0.9462075,1,3.3677244999999996,149
113,2013,2012,6,7,0.9837199999999999,1,3.290232,149
156,2013,2013,6,7,0.9782014285714286,1,3.2869208571428574,149
233,2013,2010,6,7,0.9714728571428571,1,3.2828837142857146,149
118,2006,2006,15,4,0.9538225,1,3.2722935,149
72,2006,2007,15,4,0.9415575,1,3.2649345000000003,149
113,2013,2012,5,7,0.9918214285714286,1,3.1950928571428574,149
45,2013,2011,5,7,0.9881857142857143,1,3.1929114285714286,149
227,2013,2013,8,6,0.98333,1,3.1899979999999997,149
233,2013,2010,5,7,0.9706357142857144,1,3.1823814285714285,149
40,2013,2011,8,6,0.9541266666666667,1,3.1724759999999996,149
45,2013,2012,8,6,0.9510183333333333,1,3.1706109999999996,149
118,2006,2006,14,4,0.9401325,1,3.1640795,149
118,2006,2007,14,4,0.9357375,1,3.1614425,149
206,2006,2006,17,3,0.93424,1,3.160544,149
227,2013,2013,7,6,0.9804883333333333,1,3.088293,149
195,2013,2011,7,6,0.9693733333333334,1,3.081624,149
101,2006,2006,16,3,0.95863,1,3.075178,149
131,2006,2006,16,3,0.9520966666666667,1,3.0712580000000003,149
52,2006,2006,16,3,0.9508066666666667,1,3.070484,149
243,2006,2007,16,3,0.95067,1,3.070402,149
239,2006,2006,16,3,0.9489633333333334,1,3.069378,149
109,2006,2006,16,3,0.9463566666666666,1,3.067814,149
45,2013,2012,7,6,0.946075,1,3.0676449999999997,149
239,2006,2007,16,3,0.9459866666666666,1,3.067592,149
206,2006,2006,16,3,0.9426433333333334,1,3.065586,149
120,2006,2006,16,3,0.94118,1,3.064708,149
239,2006,2008,16,3,0.9358400000000001,1,3.0615040000000002,149
181,2006,2008,16,3,0.9283333333333333,1,3.057,149
81,2006,2006,16,3,0.9075466666666667,1,3.044528,149
